"id"	"housing_median_age"	"population"	"households"	"median_income"	"median_house_value"
"2398"	"23.0"	"1092.0"	"345.0"	"7.9367"	"500001.0"
"2399"	"28.0"	"1415.0"	"480.0"	"10.675"	"500001.0"
"2400"	"29.0"	"1323.0"	"676.0"	"2.4943"	"122300.0"
"2401"	"34.0"	"917.0"	"378.0"	"3.4792"	"169000.0"
"2402"	"4.0"	"2677.0"	"938.0"	"6.5069"	"243400.0"
"2403"	"32.0"	"1283.0"	"477.0"	"3.3516"	"190000.0"
"2404"	"17.0"	"2313.0"	"756.0"	"3.0441"	"140100.0"
"2405"	"21.0"	"1044.0"	"351.0"	"4.5682"	"371600.0"
"2406"	"23.0"	"749.0"	"222.0"	"1.655"	"90100.0"
"2407"	"8.0"	"851.0"	"418.0"	"5.6445"	"364800.0"
"2408"	"4.0"	"6902.0"	"2707.0"	"5.6798"	"320900.0"
"2409"	"14.0"	"3148.0"	"1589.0"	"4.2071"	"430900.0"
"2410"	"15.0"	"1777.0"	"559.0"	"5.7192"	"283500.0"
"2411"	"43.0"	"1492.0"	"422.0"	"1.5174"	"54600.0"
"2412"	"35.0"	"1886.0"	"595.0"	"2.5551"	"182100.0"
"2413"	"18.0"	"733.0"	"318.0"	"1.7875"	"103800.0"
"2414"	"16.0"	"1260.0"	"638.0"	"3.2353"	"252900.0"
"2415"	"8.0"	"1384.0"	"684.0"	"1.7161"	"75800.0"
"2416"	"6.0"	"2502.0"	"1189.0"	"2.4827"	"177500.0"
"2417"	"16.0"	"2066.0"	"651.0"	"6.4667"	"263900.0"
"2418"	"14.0"	"2251.0"	"763.0"	"1.1642"	"400000.0"
"2419"	"8.0"	"1410.0"	"623.0"	"2.9097"	"152500.0"
"2420"	"18.0"	"3622.0"	"1128.0"	"2.0272"	"92700.0"
"2421"	"41.0"	"1805.0"	"506.0"	"1.2455"	"100800.0"
"2422"	"39.0"	"1911.0"	"688.0"	"1.9018"	"137500.0"
"2423"	"15.0"	"1164.0"	"443.0"	"5.102"	"417500.0"
"2424"	"27.0"	"1306.0"	"286.0"	"2.5809"	"83200.0"
"2425"	"15.0"	"5495.0"	"2060.0"	"5.4904"	"262100.0"
"2426"	"26.0"	"1264.0"	"429.0"	"7.7643"	"474700.0"
"2427"	"18.0"	"2837.0"	"1221.0"	"3.3173"	"218400.0"
"2428"	"14.0"	"1151.0"	"352.0"	"5.753"	"185500.0"
"2429"	"52.0"	"813.0"	"265.0"	"15.0001"	"500001.0"
"2430"	"4.0"	"1408.0"	"477.0"	"6.3369"	"256000.0"
"2431"	"4.0"	"926.0"	"391.0"	"3.6437"	"210100.0"
"2432"	"35.0"	"444.0"	"196.0"	"8.0015"	"500001.0"
"2433"	"3.0"	"5820.0"	"1759.0"	"4.2429"	"147300.0"
"2434"	"42.0"	"1124.0"	"447.0"	"2.7583"	"64900.0"
"2435"	"44.0"	"961.0"	"272.0"	"3.5156"	"109500.0"
"2436"	"31.0"	"1645.0"	"591.0"	"7.585"	"380100.0"
"2437"	"42.0"	"1537.0"	"389.0"	"3.0114"	"157500.0"
"2438"	"9.0"	"2582.0"	"746.0"	"4.3429"	"173900.0"
"2439"	"37.0"	"726.0"	"183.0"	"3.25"	"159200.0"
"2440"	"30.0"	"306.0"	"129.0"	"4.1125"	"216700.0"
"2441"	"38.0"	"827.0"	"265.0"	"4.7663"	"191600.0"
"2442"	"18.0"	"661.0"	"176.0"	"3.1696"	"77400.0"
"2443"	"22.0"	"1654.0"	"478.0"	"1.684"	"65900.0"
"2444"	"9.0"	"1556.0"	"386.0"	"3.775"	"155000.0"
"2445"	"52.0"	"1493.0"	"794.0"	"2.9044"	"257400.0"
"2446"	"25.0"	"1177.0"	"410.0"	"2.4333"	"155000.0"
"2447"	"8.0"	"1133.0"	"419.0"	"5.3733"	"302600.0"
"2448"	"10.0"	"128.0"	"61.0"	"8.163"	"250000.0"
"2449"	"35.0"	"1161.0"	"420.0"	"3.725"	"310000.0"
"2450"	"25.0"	"1435.0"	"496.0"	"3.3199"	"188800.0"
"2451"	"32.0"	"872.0"	"333.0"	"3.4219"	"194500.0"
"2452"	"29.0"	"2994.0"	"919.0"	"1.8109"	"137500.0"
"2453"	"24.0"	"1215.0"	"672.0"	"1.5429"	"325000.0"
"2454"	"16.0"	"2028.0"	"752.0"	"2.3929"	"77200.0"
"2455"	"16.0"	"1103.0"	"415.0"	"3.7153"	"229800.0"
"2456"	"25.0"	"784.0"	"362.0"	"3.075"	"165100.0"
"2457"	"35.0"	"1056.0"	"280.0"	"3.055"	"172000.0"
"2458"	"27.0"	"2142.0"	"746.0"	"3.7031"	"173300.0"
"2459"	"22.0"	"1062.0"	"423.0"	"3.0434"	"137200.0"
"2460"	"52.0"	"635.0"	"349.0"	"2.5202"	"244000.0"
"2461"	"11.0"	"1267.0"	"388.0"	"4.1957"	"92700.0"
"2462"	"3.0"	"3804.0"	"1399.0"	"3.3871"	"111800.0"
"2463"	"23.0"	"1720.0"	"675.0"	"3.8703"	"137000.0"
"2464"	"40.0"	"1851.0"	"674.0"	"4.2407"	"262000.0"
"2465"	"16.0"	"792.0"	"286.0"	"3.1583"	"239200.0"
"2466"	"39.0"	"620.0"	"162.0"	"2.725"	"86500.0"
"2467"	"30.0"	"1116.0"	"298.0"	"1.3451"	"57500.0"
"2468"	"6.0"	"5860.0"	"1986.0"	"3.9617"	"183000.0"
"2469"	"44.0"	"825.0"	"385.0"	"2.0523"	"133900.0"
"2470"	"41.0"	"216.0"	"80.0"	"2.2212"	"55500.0"
"2471"	"15.0"	"1032.0"	"475.0"	"4.1382"	"189800.0"
"2472"	"21.0"	"3067.0"	"1055.0"	"3.3482"	"137300.0"
"2473"	"47.0"	"1438.0"	"887.0"	"3.6964"	"500001.0"
"2474"	"26.0"	"689.0"	"234.0"	"3.0486"	"83600.0"
"2475"	"40.0"	"1214.0"	"493.0"	"2.3947"	"81900.0"
"2476"	"18.0"	"919.0"	"295.0"	"4.1696"	"222500.0"
"2477"	"50.0"	"1111.0"	"417.0"	"3.5588"	"346400.0"
"2478"	"14.0"	"493.0"	"335.0"	"1.6033"	"67500.0"
"2479"	"11.0"	"609.0"	"248.0"	"3.1635"	"132600.0"
"2480"	"18.0"	"576.0"	"263.0"	"1.7222"	"101500.0"
"2481"	"27.0"	"1034.0"	"344.0"	"4.7125"	"250900.0"
"2482"	"37.0"	"1042.0"	"254.0"	"2.2121"	"98600.0"
"2483"	"34.0"	"972.0"	"326.0"	"2.4485"	"95500.0"
"2484"	"11.0"	"1727.0"	"541.0"	"4.9375"	"232800.0"
"2485"	"29.0"	"2332.0"	"603.0"	"3.2091"	"150000.0"
"2486"	"50.0"	"836.0"	"337.0"	"12.8763"	"500001.0"
"2487"	"32.0"	"2050.0"	"738.0"	"2.1265"	"55700.0"
"2488"	"7.0"	"766.0"	"390.0"	"3.2151"	"106300.0"
"2489"	"25.0"	"994.0"	"222.0"	"1.8462"	"55800.0"
"2490"	"11.0"	"911.0"	"463.0"	"7.2675"	"500001.0"
"2491"	"3.0"	"2129.0"	"819.0"	"7.8915"	"420600.0"
"2492"	"21.0"	"1818.0"	"600.0"	"3.712"	"139000.0"
"2493"	"15.0"	"785.0"	"477.0"	"5.4011"	"346400.0"
"2494"	"17.0"	"2008.0"	"512.0"	"3.0777"	"160800.0"
"2495"	"31.0"	"1908.0"	"563.0"	"3.9798"	"187500.0"
"2496"	"13.0"	"1796.0"	"706.0"	"2.6417"	"122300.0"
"2497"	"16.0"	"1628.0"	"535.0"	"4.8836"	"239900.0"
"2498"	"27.0"	"1085.0"	"279.0"	"2.135"	"119600.0"
"2499"	"35.0"	"2304.0"	"720.0"	"4.2599"	"209100.0"
"2500"	"25.0"	"1234.0"	"583.0"	"1.4529"	"86100.0"
"2501"	"26.0"	"1374.0"	"566.0"	"3.475"	"282500.0"
"2502"	"6.0"	"3744.0"	"1179.0"	"10.1714"	"481500.0"
"2503"	"35.0"	"682.0"	"254.0"	"4.8611"	"240000.0"
"2504"	"18.0"	"2248.0"	"1144.0"	"1.7257"	"179100.0"
"2505"	"20.0"	"543.0"	"188.0"	"5.2072"	"164300.0"
"2506"	"46.0"	"1227.0"	"448.0"	"1.6851"	"108800.0"
"2507"	"40.0"	"719.0"	"385.0"	"6.435"	"479500.0"
"2508"	"32.0"	"1066.0"	"384.0"	"4.0313"	"285000.0"
"2509"	"34.0"	"617.0"	"252.0"	"6.7501"	"400000.0"
"2510"	"23.0"	"215.0"	"85.0"	"3.4844"	"143800.0"
"2511"	"21.0"	"1494.0"	"311.0"	"1.3348"	"225000.0"
"2512"	"36.0"	"39.0"	"18.0"	"3.125"	"37500.0"
"2513"	"42.0"	"220.0"	"81.0"	"4.5625"	"318800.0"
"2514"	"32.0"	"2526.0"	"798.0"	"3.2143"	"160100.0"
"2515"	"40.0"	"766.0"	"271.0"	"3.4722"	"135400.0"
"2516"	"23.0"	"2817.0"	"1073.0"	"5.0629"	"232600.0"
"2517"	"27.0"	"1101.0"	"466.0"	"4.675"	"316900.0"
"2518"	"32.0"	"499.0"	"208.0"	"3.6587"	"154600.0"
"2519"	"4.0"	"6.0"	"2.0"	"2.375"	"137500.0"
"2520"	"45.0"	"1992.0"	"557.0"	"2.5428"	"167800.0"
"2521"	"36.0"	"1199.0"	"424.0"	"4.1538"	"218800.0"
"2522"	"24.0"	"3537.0"	"824.0"	"2.1094"	"135200.0"
"2523"	"36.0"	"1939.0"	"484.0"	"4.2875"	"176600.0"
"2524"	"52.0"	"829.0"	"296.0"	"7.8383"	"500001.0"
"2525"	"19.0"	"1309.0"	"426.0"	"3.338"	"185300.0"
"2526"	"23.0"	"1829.0"	"498.0"	"2.6098"	"66000.0"
"2527"	"22.0"	"1565.0"	"518.0"	"6.2748"	"274800.0"
"2528"	"52.0"	"490.0"	"248.0"	"4.1212"	"287500.0"
"2529"	"32.0"	"313.0"	"105.0"	"2.5742"	"350000.0"
"2530"	"52.0"	"520.0"	"138.0"	"1.6471"	"95000.0"
"2531"	"26.0"	"1902.0"	"597.0"	"5.5599"	"234100.0"
"2532"	"41.0"	"1849.0"	"750.0"	"2.679"	"144900.0"
"2533"	"42.0"	"1141.0"	"445.0"	"3.1129"	"149300.0"
"2534"	"42.0"	"256.0"	"93.0"	"3.1719"	"158300.0"
"2535"	"15.0"	"1040.0"	"562.0"	"2.5183"	"293300.0"
"2536"	"50.0"	"1768.0"	"555.0"	"2.6598"	"157300.0"
"2537"	"29.0"	"747.0"	"231.0"	"3.4643"	"125000.0"
"2538"	"22.0"	"1324.0"	"362.0"	"5.3735"	"214600.0"
"2539"	"52.0"	"804.0"	"400.0"	"2.375"	"293800.0"
"2540"	"17.0"	"2748.0"	"817.0"	"4.8854"	"181300.0"
"2541"	"44.0"	"786.0"	"445.0"	"1.9231"	"188500.0"
"2542"	"34.0"	"968.0"	"202.0"	"1.7813"	"145000.0"
"2543"	"36.0"	"1383.0"	"612.0"	"4.5918"	"337000.0"
"2544"	"46.0"	"922.0"	"329.0"	"3.9712"	"208100.0"
"2545"	"19.0"	"1827.0"	"605.0"	"4.5293"	"210400.0"
"2546"	"9.0"	"1311.0"	"585.0"	"2.6607"	"91500.0"
"2547"	"30.0"	"779.0"	"307.0"	"1.6767"	"147700.0"
"2548"	"52.0"	"556.0"	"179.0"	"8.7477"	"500001.0"
"2549"	"9.0"	"662.0"	"284.0"	"2.0536"	"55000.0"
"2550"	"52.0"	"345.0"	"174.0"	"2.6736"	"191300.0"
"2551"	"13.0"	"838.0"	"525.0"	"3.2386"	"129200.0"
"2552"	"52.0"	"614.0"	"231.0"	"4.0074"	"200800.0"
"2553"	"25.0"	"671.0"	"225.0"	"3.1912"	"226400.0"
"2554"	"24.0"	"2600.0"	"868.0"	"5.0764"	"228600.0"
"2555"	"23.0"	"1066.0"	"384.0"	"6.3501"	"350000.0"
"2556"	"32.0"	"2557.0"	"562.0"	"2.1397"	"145300.0"
"2557"	"32.0"	"1715.0"	"475.0"	"1.7244"	"111200.0"
"2558"	"8.0"	"2608.0"	"731.0"	"2.8214"	"158300.0"
"2559"	"52.0"	"1137.0"	"419.0"	"5.3185"	"358000.0"
"2560"	"46.0"	"1022.0"	"395.0"	"6.4288"	"295500.0"
"2561"	"35.0"	"965.0"	"506.0"	"2.0792"	"160000.0"
"2562"	"45.0"	"996.0"	"243.0"	"2.8194"	"165000.0"
"2563"	"38.0"	"1079.0"	"398.0"	"4.4236"	"233600.0"
"2564"	"16.0"	"1172.0"	"318.0"	"6.0394"	"321600.0"
"2565"	"52.0"	"1308.0"	"467.0"	"3.0417"	"222600.0"
"2566"	"36.0"	"1824.0"	"470.0"	"2.2679"	"153900.0"
"2567"	"37.0"	"1127.0"	"351.0"	"1.1667"	"70900.0"
"2568"	"50.0"	"1354.0"	"563.0"	"1.9483"	"150500.0"
"2569"	"32.0"	"1786.0"	"332.0"	"4.5726"	"177500.0"
"2570"	"34.0"	"1549.0"	"545.0"	"3.2069"	"236500.0"
"2571"	"23.0"	"1518.0"	"698.0"	"2.29"	"111800.0"
"2572"	"42.0"	"597.0"	"210.0"	"1.7279"	"52300.0"
"2573"	"45.0"	"653.0"	"328.0"	"4.2222"	"500001.0"
"2574"	"30.0"	"974.0"	"351.0"	"5.5926"	"300900.0"
"2575"	"5.0"	"1109.0"	"360.0"	"6.8089"	"334100.0"
"2576"	"25.0"	"1611.0"	"628.0"	"3.2049"	"267400.0"
"2577"	"30.0"	"1057.0"	"517.0"	"3.725"	"261300.0"
"2578"	"32.0"	"1145.0"	"363.0"	"2.8365"	"87900.0"
"2579"	"36.0"	"1189.0"	"403.0"	"4.7917"	"276100.0"
"2580"	"33.0"	"3527.0"	"914.0"	"4.4038"	"186700.0"
"2581"	"5.0"	"1546.0"	"567.0"	"5.753"	"322800.0"
"2582"	"37.0"	"1207.0"	"351.0"	"2.4821"	"111000.0"
"2583"	"28.0"	"1106.0"	"453.0"	"4.8403"	"268600.0"
"2584"	"33.0"	"1425.0"	"472.0"	"2.0133"	"78300.0"
"2585"	"18.0"	"996.0"	"198.0"	"2.5"	"112500.0"
"2586"	"42.0"	"1703.0"	"507.0"	"3.4231"	"230200.0"
"2587"	"33.0"	"1209.0"	"412.0"	"4.3958"	"145600.0"
"2588"	"16.0"	"943.0"	"510.0"	"1.7446"	"109400.0"
"2589"	"26.0"	"2447.0"	"752.0"	"1.5908"	"78600.0"
"2590"	"46.0"	"905.0"	"443.0"	"2.8841"	"290800.0"
"2591"	"30.0"	"1277.0"	"395.0"	"5.4372"	"223200.0"
"2592"	"33.0"	"508.0"	"174.0"	"4.9107"	"279900.0"
"2593"	"42.0"	"857.0"	"482.0"	"4.0833"	"434400.0"
"2594"	"19.0"	"1257.0"	"418.0"	"2.9013"	"89500.0"
"2595"	"36.0"	"3155.0"	"927.0"	"2.2612"	"230400.0"
"2596"	"45.0"	"481.0"	"128.0"	"2.5938"	"199300.0"
"2597"	"48.0"	"1005.0"	"497.0"	"3.5213"	"458600.0"
"2598"	"7.0"	"1057.0"	"459.0"	"2.2538"	"162500.0"
"2599"	"19.0"	"2199.0"	"805.0"	"6.1896"	"331100.0"
"2600"	"22.0"	"3794.0"	"1455.0"	"3.0608"	"168300.0"
"2601"	"27.0"	"303.0"	"133.0"	"3.875"	"127400.0"
"2602"	"17.0"	"2585.0"	"915.0"	"5.343"	"231900.0"
"2603"	"16.0"	"674.0"	"410.0"	"5.1602"	"231200.0"
"2604"	"33.0"	"2769.0"	"784.0"	"4.1448"	"137300.0"
"2605"	"19.0"	"2133.0"	"718.0"	"2.919"	"116500.0"
"2606"	"35.0"	"615.0"	"275.0"	"7.5"	"500001.0"
"2607"	"52.0"	"99.0"	"40.0"	"3.4375"	"170000.0"
"2608"	"43.0"	"1343.0"	"386.0"	"2.9688"	"211400.0"
"2609"	"28.0"	"609.0"	"242.0"	"5.1024"	"312700.0"
"2610"	"52.0"	"520.0"	"149.0"	"0.8928"	"55000.0"
"2611"	"37.0"	"1165.0"	"504.0"	"2.9474"	"139600.0"
"2612"	"35.0"	"185.0"	"76.0"	"6.4865"	"450000.0"
"2613"	"40.0"	"767.0"	"316.0"	"5.3177"	"500001.0"
"2614"	"29.0"	"1382.0"	"513.0"	"5.112"	"218300.0"
"2615"	"36.0"	"1275.0"	"527.0"	"2.3015"	"156800.0"
"2616"	"14.0"	"2124.0"	"790.0"	"4.9028"	"335000.0"
"2617"	"36.0"	"1762.0"	"736.0"	"1.4318"	"59600.0"
"2618"	"51.0"	"669.0"	"333.0"	"3.6434"	"278800.0"
"2619"	"39.0"	"138.0"	"52.0"	"2.125"	"196400.0"
"2620"	"34.0"	"1817.0"	"747.0"	"8.496"	"500001.0"
"2621"	"33.0"	"588.0"	"267.0"	"7.9625"	"490800.0"
"2622"	"27.0"	"1089.0"	"415.0"	"4.088"	"96800.0"
"2623"	"52.0"	"853.0"	"238.0"	"3.05"	"111600.0"
"2624"	"29.0"	"654.0"	"246.0"	"4.5987"	"255600.0"
"2625"	"26.0"	"1548.0"	"362.0"	"1.7188"	"49500.0"
"2626"	"17.0"	"5279.0"	"1844.0"	"5.1515"	"318900.0"
"2627"	"22.0"	"1598.0"	"523.0"	"6.5501"	"294900.0"
"2628"	"18.0"	"5229.0"	"1534.0"	"1.847"	"250000.0"
"2629"	"33.0"	"1111.0"	"376.0"	"13.4196"	"500001.0"
"2630"	"34.0"	"1871.0"	"636.0"	"15.0001"	"500001.0"
"2631"	"28.0"	"1334.0"	"318.0"	"3.4375"	"194100.0"
"2632"	"35.0"	"1970.0"	"550.0"	"3.7083"	"131000.0"
"2633"	"29.0"	"1520.0"	"364.0"	"3.994"	"195300.0"
"2634"	"40.0"	"1434.0"	"396.0"	"3.0313"	"219100.0"
"2635"	"28.0"	"487.0"	"199.0"	"6.83"	"500001.0"
"2636"	"39.0"	"619.0"	"231.0"	"4.6304"	"263200.0"
"2637"	"26.0"	"1323.0"	"400.0"	"4.8185"	"157900.0"
"2638"	"21.0"	"1208.0"	"494.0"	"2.275"	"122400.0"
"2639"	"16.0"	"686.0"	"537.0"	"3.4706"	"241700.0"
"2640"	"35.0"	"1786.0"	"301.0"	"3.0804"	"313400.0"
"2641"	"16.0"	"2261.0"	"959.0"	"3.3261"	"118400.0"
"2642"	"46.0"	"879.0"	"309.0"	"2.2222"	"195100.0"
"2643"	"34.0"	"1906.0"	"628.0"	"2.8237"	"110700.0"
"2644"	"16.0"	"515.0"	"200.0"	"3.2386"	"112500.0"
"2645"	"35.0"	"1015.0"	"239.0"	"4.0521"	"151800.0"
"2646"	"52.0"	"1177.0"	"670.0"	"6.2113"	"500001.0"
"2647"	"52.0"	"1030.0"	"350.0"	"2.4659"	"94700.0"
"2648"	"36.0"	"518.0"	"276.0"	"3.0208"	"206300.0"
"2649"	"36.0"	"951.0"	"368.0"	"5.2261"	"303200.0"
"2650"	"34.0"	"125.0"	"35.0"	"0.8907"	"154200.0"
"2651"	"48.0"	"1142.0"	"433.0"	"4.575"	"326700.0"
"2652"	"43.0"	"776.0"	"246.0"	"4.325"	"166000.0"
"2653"	"36.0"	"1243.0"	"413.0"	"6.5304"	"439800.0"
"2654"	"2.0"	"4438.0"	"1470.0"	"6.2503"	"222500.0"
"2655"	"36.0"	"558.0"	"214.0"	"3.9722"	"235600.0"
"2656"	"33.0"	"1601.0"	"484.0"	"4.0223"	"146000.0"
"2657"	"15.0"	"942.0"	"477.0"	"4.0238"	"182500.0"
"2658"	"29.0"	"1421.0"	"339.0"	"1.9091"	"71300.0"
"2659"	"42.0"	"2377.0"	"588.0"	"3.2891"	"237900.0"
"2660"	"40.0"	"609.0"	"296.0"	"1.9375"	"67700.0"
"2661"	"22.0"	"542.0"	"125.0"	"2.1875"	"187500.0"
"2662"	"38.0"	"1175.0"	"374.0"	"1.9939"	"65800.0"
"2663"	"37.0"	"1534.0"	"346.0"	"3.6458"	"156600.0"
"2664"	"12.0"	"1577.0"	"584.0"	"4.6985"	"264100.0"
"2665"	"45.0"	"555.0"	"248.0"	"2.983"	"202700.0"
"2666"	"28.0"	"524.0"	"251.0"	"1.8432"	"327300.0"
"2667"	"33.0"	"1475.0"	"377.0"	"2.3281"	"151900.0"
"2668"	"19.0"	"2341.0"	"689.0"	"2.6087"	"123800.0"
"2669"	"25.0"	"4983.0"	"1293.0"	"2.7254"	"143500.0"
"2670"	"36.0"	"1036.0"	"382.0"	"5.1408"	"264700.0"
"2671"	"13.0"	"1759.0"	"806.0"	"2.765"	"98500.0"
"2672"	"52.0"	"554.0"	"277.0"	"1.6786"	"126600.0"
"2673"	"37.0"	"1562.0"	"618.0"	"2.6464"	"155200.0"
"2674"	"50.0"	"579.0"	"213.0"	"2.9583"	"172600.0"
"2675"	"43.0"	"548.0"	"252.0"	"1.8672"	"145800.0"
"2676"	"21.0"	"1647.0"	"415.0"	"2.6066"	"80000.0"
"2677"	"40.0"	"2747.0"	"674.0"	"2.6226"	"148800.0"
"2678"	"32.0"	"866.0"	"281.0"	"5.062"	"158900.0"
"2679"	"14.0"	"934.0"	"529.0"	"1.7788"	"85800.0"
"2680"	"27.0"	"3899.0"	"930.0"	"3.871"	"162900.0"
"2681"	"47.0"	"1808.0"	"1093.0"	"4.2297"	"425000.0"
"2682"	"35.0"	"442.0"	"173.0"	"5.253"	"204000.0"
"2683"	"37.0"	"231.0"	"100.0"	"2.5313"	"108300.0"
"2684"	"45.0"	"1382.0"	"392.0"	"4.2562"	"221600.0"
"2685"	"43.0"	"840.0"	"252.0"	"2.7917"	"105600.0"
"2686"	"34.0"	"66.0"	"33.0"	"1.0"	"187500.0"
"2687"	"33.0"	"431.0"	"149.0"	"4.25"	"192600.0"
"2688"	"43.0"	"1015.0"	"329.0"	"2.92"	"242200.0"
"2689"	"7.0"	"1304.0"	"445.0"	"3.3553"	"132200.0"
"2690"	"43.0"	"827.0"	"223.0"	"3.1538"	"154300.0"
"2691"	"14.0"	"1566.0"	"434.0"	"6.2423"	"305400.0"
"2692"	"36.0"	"531.0"	"203.0"	"5.9191"	"151900.0"
"2693"	"42.0"	"1073.0"	"416.0"	"2.375"	"141000.0"
"2694"	"36.0"	"789.0"	"248.0"	"3.8"	"172000.0"
"2695"	"44.0"	"2182.0"	"651.0"	"1.432"	"124000.0"
"2696"	"18.0"	"1454.0"	"458.0"	"4.5272"	"221000.0"
"2697"	"27.0"	"1666.0"	"588.0"	"4.5707"	"175900.0"
"2698"	"13.0"	"822.0"	"64.0"	"3.4107"	"142500.0"
"2699"	"32.0"	"224.0"	"89.0"	"3.631"	"90400.0"
"2700"	"7.0"	"1217.0"	"408.0"	"3.6646"	"109900.0"
"2701"	"16.0"	"877.0"	"245.0"	"6.6049"	"312600.0"
"2702"	"19.0"	"1421.0"	"683.0"	"2.6149"	"84400.0"
"2703"	"34.0"	"1443.0"	"385.0"	"4.1995"	"147400.0"
"2704"	"30.0"	"611.0"	"230.0"	"1.6667"	"44700.0"
"2705"	"34.0"	"1008.0"	"393.0"	"3.9408"	"327700.0"
"2706"	"26.0"	"4533.0"	"1822.0"	"2.3105"	"166700.0"
"2707"	"14.0"	"1077.0"	"279.0"	"1.85"	"52300.0"
"2708"	"22.0"	"1224.0"	"816.0"	"3.2149"	"300000.0"
"2709"	"47.0"	"1042.0"	"397.0"	"2.9545"	"59600.0"
"2710"	"4.0"	"2958.0"	"1131.0"	"4.5417"	"197400.0"
"2711"	"33.0"	"1077.0"	"461.0"	"1.6875"	"174200.0"
"2712"	"27.0"	"1725.0"	"962.0"	"4.175"	"500001.0"
"2713"	"17.0"	"999.0"	"383.0"	"3.9722"	"313400.0"
"2714"	"33.0"	"1233.0"	"331.0"	"3.7232"	"176200.0"
"2715"	"9.0"	"633.0"	"230.0"	"5.0227"	"162300.0"
"2716"	"25.0"	"1127.0"	"455.0"	"3.256"	"214300.0"
"2717"	"43.0"	"1335.0"	"358.0"	"3.1189"	"118800.0"
"2718"	"29.0"	"751.0"	"225.0"	"3.2391"	"187500.0"
"2719"	"36.0"	"718.0"	"248.0"	"3.4612"	"178800.0"
"2720"	"12.0"	"1556.0"	"549.0"	"4.9"	"203700.0"
"2721"	"17.0"	"200.0"	"46.0"	"7.8118"	"244200.0"
"2722"	"52.0"	"486.0"	"176.0"	"4.2917"	"247600.0"
"2723"	"12.0"	"12153.0"	"4372.0"	"3.2652"	"152800.0"
"2724"	"28.0"	"832.0"	"349.0"	"6.5928"	"439100.0"
"2725"	"38.0"	"809.0"	"340.0"	"5.5636"	"268800.0"
"2726"	"35.0"	"371.0"	"150.0"	"4.6635"	"230100.0"
"2727"	"27.0"	"1402.0"	"563.0"	"6.632"	"441100.0"
"2728"	"9.0"	"850.0"	"240.0"	"6.0862"	"263600.0"
"2729"	"13.0"	"196.0"	"68.0"	"3.375"	"134100.0"
"2730"	"22.0"	"1131.0"	"452.0"	"2.1458"	"84700.0"
"2731"	"22.0"	"636.0"	"294.0"	"1.8542"	"333300.0"
"2732"	"38.0"	"877.0"	"275.0"	"4.625"	"191300.0"
"2733"	"31.0"	"1138.0"	"481.0"	"4.9519"	"500001.0"
"2734"	"18.0"	"769.0"	"330.0"	"3.1029"	"71700.0"
"2735"	"16.0"	"1319.0"	"526.0"	"2.0472"	"93200.0"
"2736"	"10.0"	"657.0"	"209.0"	"5.1878"	"153900.0"
"2737"	"45.0"	"2109.0"	"874.0"	"2.6937"	"111800.0"
"2738"	"25.0"	"4483.0"	"1747.0"	"3.5497"	"261300.0"
"2739"	"30.0"	"862.0"	"425.0"	"1.7778"	"268800.0"
"2740"	"42.0"	"929.0"	"366.0"	"1.7135"	"159800.0"
"2741"	"32.0"	"229.0"	"98.0"	"8.0379"	"383300.0"
"2742"	"5.0"	"2031.0"	"295.0"	"0.7526"	"162500.0"
"2743"	"8.0"	"5810.0"	"1717.0"	"4.9886"	"158100.0"
"2744"	"24.0"	"1538.0"	"574.0"	"2.1067"	"101100.0"
"2745"	"22.0"	"349.0"	"169.0"	"7.0423"	"500001.0"
"2746"	"33.0"	"47.0"	"14.0"	"0.536"	"112500.0"
"2747"	"49.0"	"765.0"	"265.0"	"3.4306"	"130200.0"
"2748"	"4.0"	"511.0"	"198.0"	"7.9217"	"296200.0"
"2749"	"23.0"	"2842.0"	"1042.0"	"3.1297"	"79000.0"
"2750"	"21.0"	"1511.0"	"829.0"	"3.0"	"221200.0"
"2751"	"45.0"	"822.0"	"276.0"	"2.4519"	"98100.0"
"2752"	"42.0"	"391.0"	"193.0"	"2.1776"	"279200.0"
"2753"	"32.0"	"721.0"	"258.0"	"8.7589"	"434500.0"
"2754"	"27.0"	"950.0"	"320.0"	"4.0656"	"164000.0"
"2755"	"43.0"	"1042.0"	"418.0"	"3.5"	"216700.0"
"2756"	"14.0"	"1509.0"	"665.0"	"3.4138"	"126700.0"
"2757"	"52.0"	"1328.0"	"559.0"	"4.1607"	"350000.0"
"2758"	"21.0"	"856.0"	"350.0"	"7.9135"	"496400.0"
"2759"	"29.0"	"1261.0"	"354.0"	"1.9073"	"79200.0"
"2760"	"41.0"	"885.0"	"413.0"	"0.9782"	"54200.0"
"2761"	"48.0"	"962.0"	"317.0"	"3.2875"	"221500.0"
"2762"	"17.0"	"860.0"	"256.0"	"6.5958"	"236800.0"
"2763"	"44.0"	"2269.0"	"610.0"	"2.3906"	"111700.0"
"2764"	"16.0"	"1695.0"	"563.0"	"1.9"	"81600.0"
"2765"	"17.0"	"1035.0"	"359.0"	"3.7958"	"400000.0"
"2766"	"15.0"	"3164.0"	"1175.0"	"2.9148"	"238700.0"
"2767"	"21.0"	"1423.0"	"781.0"	"3.6488"	"340800.0"
"2768"	"9.0"	"2017.0"	"986.0"	"2.9726"	"133800.0"
"2769"	"48.0"	"696.0"	"304.0"	"2.1167"	"94900.0"
