"id"	"housing_median_age"	"households"	"median_income"	"median_house_value"
"10450"	"35.0"	"5216.0"	"7.6486"	"306700.0"
"10451"	"18.0"	"5618.0"	"3.0938"	"189400.0"
"10452"	"0.0"	"5633.0"	"3.9167"	"321600.0"
"10453"	"27.0"	"5868.0"	"4.5625"	"133600.0"
"10454"	"13.0"	"5564.0"	"3.9423"	"180300.0"
"10455"	"23.0"	"5750.0"	"3.6597"	"145600.0"
"10456"	"25.0"	"5521.0"	"4.25"	"214800.0"
"10457"	"31.0"	"5958.0"	"1.7614"	"33200.0"
"10458"	"35.0"	"5651.0"	"2.6934"	"160200.0"
"10459"	"22.0"	"5868.0"	"2.6991"	"147100.0"
"10460"	"37.0"	"5873.0"	"4.125"	"148200.0"
"10461"	"27.0"	"5756.0"	"6.6264"	"359100.0"
"10462"	"25.0"	"5212.0"	"1.9194"	"100600.0"
"10463"	"21.0"	"5892.0"	"3.6771"	"141500.0"
"10464"	"28.0"	"5829.0"	"1.642"	"32500.0"
"10465"	"18.0"	"5727.0"	"3.692"	"145200.0"
"10466"	"34.0"	"5655.0"	"6.3132"	"259200.0"
"10467"	"36.0"	"5787.0"	"7.4323"	"311800.0"
"10468"	"13.0"	"5467.0"	"5.1149"	"314200.0"
"10469"	"0.0"	"5520.0"	"2.8458"	"350000.0"
"10470"	"38.0"	"5295.0"	"4.1098"	"108200.0"
"10471"	"36.0"	"5807.0"	"4.6125"	"253800.0"
"10472"	"28.0"	"5601.0"	"2.4432"	"187500.0"
"10473"	"15.0"	"5905.0"	"5.1701"	"294200.0"
"10474"	"18.0"	"5705.0"	"3.0909"	"98300.0"
"10475"	"38.0"	"5336.0"	"3.8244"	"180000.0"
"10476"	"10.0"	"5850.0"	"2.5865"	"206400.0"
"10477"	"24.0"	"5871.0"	"2.3293"	"215900.0"
"10478"	"38.0"	"5699.0"	"6.6712"	"311500.0"
"10479"	"21.0"	"5494.0"	"6.6458"	"285500.0"
"10480"	"30.0"	"5558.0"	"6.4685"	"241200.0"
"10481"	"9.0"	"5654.0"	"1.6708"	"204200.0"
"10482"	"0.0"	"5723.0"	"11.2185"	"500001.0"
"10483"	"26.0"	"5551.0"	"2.4896"	"73400.0"
"10484"	"17.0"	"5602.0"	"2.7813"	"109200.0"
"10485"	"19.0"	"4887.0"	"2.5379"	"152700.0"
"10486"	"15.0"	"5682.0"	"7.3343"	"280400.0"
"10487"	"31.0"	"4705.0"	"3.0912"	"126300.0"
"10488"	"30.0"	"5265.0"	"2.6899"	"82100.0"
"10489"	"20.0"	"4384.0"	"3.6451"	"383300.0"
"10490"	"38.0"	"4175.0"	"4.0393"	"156800.0"
"10491"	"21.0"	"5845.0"	"3.1106"	"147700.0"
"10492"	"0.0"	"5688.0"	"2.5885"	"136200.0"
"10493"	"0.0"	"5732.0"	"2.4659"	"94700.0"
"10494"	"47.0"	"5301.0"	"5.9369"	"225200.0"
"10495"	"13.0"	"5649.0"	"3.2852"	"196200.0"
"10496"	"41.0"	"5100.0"	"3.2158"	"223600.0"
"10497"	"23.0"	"5259.0"	"4.9517"	"307900.0"
"10498"	"43.0"	"5789.0"	"7.2532"	"381500.0"
"10499"	"0.0"	"5567.0"	"2.879"	"450000.0"
"10500"	"44.0"	"5297.0"	"3.2481"	"123800.0"
"10501"	"32.0"	"5755.0"	"4.0125"	"121500.0"
"10502"	"14.0"	"5708.0"	"2.865"	"155500.0"
"10503"	"0.0"	"5833.0"	"2.1071"	"136700.0"
"10504"	"25.0"	"5563.0"	"5.3106"	"268300.0"
"10505"	"16.0"	"5907.0"	"2.9844"	"163600.0"
"10506"	"12.0"	"5943.0"	"3.5938"	"243500.0"
"10507"	"25.0"	"5539.0"	"3.0352"	"135400.0"
"10508"	"16.0"	"5765.0"	"3.5819"	"231900.0"
"10509"	"18.0"	"5716.0"	"5.9907"	"500001.0"
"10510"	"29.0"	"5544.0"	"6.8645"	"318200.0"
"10511"	"34.0"	"5064.0"	"5.22"	"399400.0"
"10512"	"33.0"	"4746.0"	"2.3393"	"118200.0"
"10513"	"27.0"	"4498.0"	"8.1782"	"500001.0"
"10514"	"17.0"	"5945.0"	"5.25"	"190200.0"
"10515"	"31.0"	"5850.0"	"2.101"	"46700.0"
"10516"	"21.0"	"5781.0"	"2.1417"	"205000.0"
"10517"	"0.0"	"4951.0"	"2.5013"	"275000.0"
"10518"	"26.0"	"5613.0"	"2.3774"	"74300.0"
"10519"	"24.0"	"5486.0"	"2.3"	"137500.0"
"10520"	"24.0"	"5780.0"	"6.7415"	"348200.0"
"10521"	"0.0"	"5778.0"	"1.2171"	"80300.0"
"10522"	"48.0"	"6055.0"	"10.9891"	"312500.0"
"10523"	"42.0"	"5537.0"	"5.2032"	"217100.0"
"10524"	"21.0"	"5510.0"	"5.2108"	"351500.0"
"10525"	"0.0"	"5807.0"	"5.1242"	"372900.0"
"10526"	"40.0"	"5117.0"	"5.8788"	"500001.0"
"10527"	"37.0"	"5818.0"	"3.3393"	"146900.0"
"10528"	"20.0"	"5525.0"	"1.68"	"84100.0"
"10529"	"20.0"	"5934.0"	"4.125"	"175900.0"
"10530"	"33.0"	"5007.0"	"3.5569"	"128000.0"
"10531"	"32.0"	"5407.0"	"4.7216"	"227000.0"
"10532"	"15.0"	"5947.0"	"2.3333"	"122800.0"
"10533"	"36.0"	"5892.0"	"2.3062"	"138800.0"
"10534"	"37.0"	"5829.0"	"2.0995"	"87500.0"
"10535"	"9.0"	"5784.0"	"4.1375"	"226000.0"
"10536"	"21.0"	"5645.0"	"2.5735"	"131100.0"
"10537"	"29.0"	"5704.0"	"8.1714"	"500001.0"
"10538"	"48.0"	"6076.0"	"1.625"	"275000.0"
"10539"	"25.0"	"5547.0"	"5.1496"	"365000.0"
"10540"	"37.0"	"5732.0"	"2.9187"	"93400.0"
"10541"	"20.0"	"5615.0"	"3.0446"	"101900.0"
"10542"	"13.0"	"5477.0"	"1.7054"	"58800.0"
"10543"	"26.0"	"5878.0"	"2.7284"	"225000.0"
"10544"	"39.0"	"5639.0"	"0.8185"	"187500.0"
"10545"	"37.0"	"5580.0"	"2.7798"	"205800.0"
"10546"	"33.0"	"5344.0"	"3.0954"	"86500.0"
"10547"	"35.0"	"4999.0"	"3.5603"	"174600.0"
"10548"	"26.0"	"5499.0"	"1.7824"	"110200.0"
"10549"	"43.0"	"3955.0"	"4.0473"	"127200.0"
"10550"	"0.0"	"5637.0"	"3.2685"	"254200.0"
"10551"	"3.0"	"5873.0"	"5.2328"	"174200.0"
"10552"	"8.0"	"5565.0"	"1.8396"	"77100.0"
"10553"	"26.0"	"5572.0"	"2.2708"	"67500.0"
"10554"	"36.0"	"5636.0"	"4.8125"	"224500.0"
"10555"	"35.0"	"5871.0"	"1.4896"	"83300.0"
"10556"	"13.0"	"5673.0"	"3.875"	"410000.0"
"10557"	"0.0"	"6050.0"	"1.9875"	"191700.0"
"10558"	"25.0"	"5535.0"	"3.4485"	"458300.0"
"10559"	"15.0"	"5509.0"	"3.5568"	"184500.0"
"10560"	"19.0"	"5724.0"	"2.6852"	"70800.0"
"10561"	"8.0"	"5722.0"	"5.5941"	"363500.0"
"10562"	"33.0"	"4973.0"	"4.049"	"126000.0"
"10563"	"23.0"	"5878.0"	"6.5143"	"279800.0"
"10564"	"0.0"	"5748.0"	"2.0625"	"134400.0"
"10565"	"19.0"	"5913.0"	"5.1082"	"195800.0"
"10566"	"15.0"	"5717.0"	"2.0331"	"53200.0"
"10567"	"0.0"	"5299.0"	"4.15"	"393500.0"
"10568"	"30.0"	"5679.0"	"4.46"	"189800.0"
"10569"	"40.0"	"5508.0"	"1.2532"	"102100.0"
"10570"	"31.0"	"6025.0"	"2.8958"	"135000.0"
"10571"	"23.0"	"5809.0"	"1.775"	"112500.0"
"10572"	"38.0"	"5732.0"	"2.7336"	"89200.0"
"10573"	"0.0"	"5895.0"	"2.6713"	"234600.0"
"10574"	"27.0"	"5687.0"	"5.3508"	"409100.0"
"10575"	"19.0"	"5604.0"	"4.8787"	"127700.0"
"10576"	"7.0"	"5812.0"	"4.2212"	"293800.0"
"10577"	"18.0"	"5656.0"	"2.0357"	"74200.0"
"10578"	"15.0"	"5834.0"	"2.3438"	"88100.0"
"10579"	"22.0"	"5473.0"	"2.8424"	"226400.0"
"10580"	"17.0"	"5470.0"	"0.7075"	"78800.0"
"10581"	"34.0"	"5667.0"	"3.575"	"274000.0"
"10582"	"4.0"	"5706.0"	"3.4044"	"117900.0"
"10583"	"36.0"	"5530.0"	"5.1814"	"279900.0"
"10584"	"22.0"	"5547.0"	"1.625"	"101500.0"
"10585"	"35.0"	"5547.0"	"3.0147"	"217000.0"
"10586"	"28.0"	"5475.0"	"5.5048"	"303600.0"
"10587"	"41.0"	"4818.0"	"3.1125"	"122600.0"
"10588"	"43.0"	"5972.0"	"5.1305"	"158900.0"
"10589"	"15.0"	"5892.0"	"1.6607"	"42100.0"
"10590"	"14.0"	"5834.0"	"2.7714"	"104700.0"
"10591"	"0.0"	"5542.0"	"7.8647"	"500001.0"
"10592"	"4.0"	"5738.0"	"2.1607"	"96100.0"
"10593"	"17.0"	"5336.0"	"2.9228"	"177300.0"
"10594"	"38.0"	"5837.0"	"4.7857"	"152500.0"
"10595"	"32.0"	"5968.0"	"3.3021"	"70800.0"
"10596"	"23.0"	"5632.0"	"5.0544"	"261800.0"
"10597"	"31.0"	"5746.0"	"4.84"	"116400.0"
"10598"	"38.0"	"5906.0"	"7.2909"	"155600.0"
"10599"	"14.0"	"5797.0"	"6.1089"	"280800.0"
"10600"	"26.0"	"4430.0"	"4.801"	"500001.0"
"10601"	"31.0"	"5738.0"	"5.798"	"286100.0"
"10602"	"43.0"	"5186.0"	"1.8022"	"78000.0"
"10603"	"15.0"	"5780.0"	"2.2102"	"87200.0"
"10604"	"31.0"	"5585.0"	"3.9833"	"162500.0"
"10605"	"37.0"	"5694.0"	"4.6029"	"142600.0"
"10606"	"21.0"	"5214.0"	"4.8125"	"500001.0"
"10607"	"33.0"	"5564.0"	"3.2019"	"95700.0"
"10608"	"10.0"	"5887.0"	"3.8"	"145800.0"
"10609"	"0.0"	"5727.0"	"7.266"	"371100.0"
"10610"	"48.0"	"5150.0"	"3.9356"	"267000.0"
"10611"	"29.0"	"5646.0"	"5.5584"	"241700.0"
"10612"	"9.0"	"5673.0"	"1.9402"	"139300.0"
"10613"	"50.0"	"5995.0"	"5.0862"	"166500.0"
"10614"	"5.0"	"5702.0"	"2.7917"	"125800.0"
"10615"	"33.0"	"5668.0"	"2.1422"	"125000.0"
"10616"	"16.0"	"5774.0"	"5.0106"	"210800.0"
"10617"	"0.0"	"5376.0"	"3.4861"	"187100.0"
"10618"	"20.0"	"5644.0"	"1.9464"	"190600.0"
"10619"	"43.0"	"4239.0"	"3.4821"	"127100.0"
"10620"	"24.0"	"5826.0"	"2.9653"	"94900.0"
"10621"	"24.0"	"5704.0"	"1.8939"	"83000.0"
"10622"	"12.0"	"5592.0"	"3.7969"	"297800.0"
"10623"	"34.0"	"5767.0"	"6.9308"	"231700.0"
"10624"	"20.0"	"5813.0"	"4.2768"	"167800.0"
"10625"	"29.0"	"5931.0"	"2.2083"	"42500.0"
"10626"	"30.0"	"5719.0"	"1.6488"	"117500.0"
"10627"	"36.0"	"5866.0"	"7.2779"	"292900.0"
"10628"	"23.0"	"5520.0"	"2.1354"	"75100.0"
"10629"	"25.0"	"5766.0"	"2.1094"	"72400.0"
"10630"	"4.0"	"5968.0"	"1.8485"	"90600.0"
"10631"	"46.0"	"4681.0"	"6.439"	"296200.0"
"10632"	"41.0"	"5475.0"	"4.0452"	"205900.0"
"10633"	"14.0"	"5738.0"	"3.8125"	"97400.0"
"10634"	"10.0"	"5802.0"	"3.0096"	"180800.0"
"10635"	"26.0"	"5759.0"	"4.4375"	"293500.0"
"10636"	"34.0"	"5127.0"	"4.2935"	"190000.0"
"10637"	"15.0"	"5861.0"	"4.6923"	"181000.0"
"10638"	"21.0"	"5120.0"	"2.0437"	"137200.0"
"10639"	"14.0"	"5523.0"	"1.7778"	"154000.0"
"10640"	"21.0"	"5677.0"	"5.1488"	"181000.0"
"10641"	"39.0"	"5538.0"	"7.7684"	"362300.0"
"10642"	"28.0"	"5485.0"	"6.9261"	"284600.0"
"10643"	"18.0"	"5624.0"	"6.5722"	"437400.0"
"10644"	"35.0"	"6001.0"	"1.425"	"212500.0"
"10645"	"11.0"	"5611.0"	"2.4016"	"287500.0"
"10646"	"15.0"	"5683.0"	"4.6908"	"218200.0"
"10647"	"41.0"	"5861.0"	"4.6364"	"156300.0"
"10648"	"37.0"	"5672.0"	"5.5218"	"254400.0"
"10649"	"35.0"	"5777.0"	"4.6719"	"250000.0"
"10650"	"18.0"	"5744.0"	"5.1507"	"207500.0"
"10651"	"21.0"	"5912.0"	"2.7443"	"94200.0"
"10652"	"27.0"	"5643.0"	"4.7083"	"196100.0"
"10653"	"23.0"	"5800.0"	"2.9324"	"137500.0"
"10654"	"31.0"	"5428.0"	"6.983"	"329700.0"
"10655"	"17.0"	"5627.0"	"5.6276"	"200800.0"
"10656"	"37.0"	"5649.0"	"1.8967"	"96600.0"
"10657"	"17.0"	"5594.0"	"3.1979"	"154700.0"
"10658"	"36.0"	"5533.0"	"8.0082"	"286600.0"
"10659"	"19.0"	"5872.0"	"3.2019"	"112500.0"
"10660"	"29.0"	"5555.0"	"2.4922"	"192000.0"
"10661"	"41.0"	"5839.0"	"4.3611"	"329700.0"
"10662"	"31.0"	"5869.0"	"3.1917"	"204500.0"
"10663"	"13.0"	"5465.0"	"6.2917"	"465700.0"
"10664"	"8.0"	"5811.0"	"3.5938"	"161300.0"
"10665"	"24.0"	"5523.0"	"5.1668"	"187400.0"
"10666"	"29.0"	"5860.0"	"1.655"	"90100.0"
"10667"	"26.0"	"5942.0"	"2.1827"	"72700.0"
"10668"	"41.0"	"5533.0"	"4.2792"	"123800.0"
"10669"	"16.0"	"5660.0"	"2.162"	"51900.0"
"10670"	"17.0"	"5586.0"	"4.2296"	"275000.0"
"10671"	"16.0"	"5808.0"	"3.875"	"94500.0"
"10672"	"5.0"	"5570.0"	"1.3973"	"66100.0"
"10673"	"37.0"	"5603.0"	"3.5333"	"114400.0"
"10674"	"30.0"	"5439.0"	"5.8527"	"241000.0"
"10675"	"0.0"	"5961.0"	"4.175"	"144000.0"
"10676"	"13.0"	"5919.0"	"2.8125"	"291300.0"
"10677"	"23.0"	"5788.0"	"3.8068"	"158700.0"
"10678"	"23.0"	"5509.0"	"2.6658"	"106900.0"
"10679"	"19.0"	"5739.0"	"4.2759"	"238000.0"
"10680"	"16.0"	"5756.0"	"2.7031"	"175800.0"
"10681"	"27.0"	"5538.0"	"5.687"	"238100.0"
"10682"	"20.0"	"5736.0"	"3.5833"	"92800.0"
"10683"	"20.0"	"5621.0"	"4.0429"	"500001.0"
"10684"	"21.0"	"5844.0"	"3.0"	"172400.0"
"10685"	"23.0"	"5767.0"	"6.6605"	"220700.0"
"10686"	"37.0"	"5725.0"	"4.1528"	"336800.0"
"10687"	"36.0"	"5651.0"	"5.1433"	"185300.0"
"10688"	"29.0"	"5858.0"	"3.4"	"200600.0"
"10689"	"28.0"	"5751.0"	"5.533"	"299700.0"
"10690"	"11.0"	"5706.0"	"5.956"	"366100.0"
"10691"	"0.0"	"5733.0"	"6.6343"	"500001.0"
"10692"	"50.0"	"5009.0"	"4.5022"	"151900.0"
"10693"	"42.0"	"5080.0"	"3.2617"	"252200.0"
"10694"	"40.0"	"5418.0"	"3.9647"	"135000.0"
"10695"	"28.0"	"5410.0"	"1.5429"	"325000.0"
"10696"	"15.0"	"5869.0"	"4.1094"	"215800.0"
"10697"	"37.0"	"5758.0"	"7.8774"	"394900.0"
"10698"	"46.0"	"5908.0"	"13.0502"	"500001.0"
"10699"	"5.0"	"5463.0"	"3.0625"	"141500.0"
"10700"	"20.0"	"5598.0"	"4.7708"	"178600.0"
"10701"	"12.0"	"5847.0"	"3.3158"	"125900.0"
"10702"	"26.0"	"5550.0"	"2.0388"	"80400.0"
"10703"	"36.0"	"5887.0"	"3.5833"	"187500.0"
"10704"	"38.0"	"5549.0"	"3.8125"	"92600.0"
"10705"	"35.0"	"5626.0"	"3.0313"	"103600.0"
"10706"	"47.0"	"4693.0"	"4.5659"	"140300.0"
"10707"	"20.0"	"5623.0"	"2.9083"	"113400.0"
"10708"	"17.0"	"5431.0"	"3.6625"	"188000.0"
"10709"	"33.0"	"5875.0"	"1.1111"	"108300.0"
"10710"	"38.0"	"4693.0"	"3.6953"	"192600.0"
"10711"	"8.0"	"5766.0"	"4.0043"	"133500.0"
"10712"	"27.0"	"5233.0"	"3.4238"	"337000.0"
"10713"	"6.0"	"6075.0"	"1.125"	"225000.0"
"10714"	"24.0"	"5121.0"	"3.57"	"109800.0"
"10715"	"21.0"	"5752.0"	"2.0714"	"300000.0"
"10716"	"20.0"	"5904.0"	"3.875"	"203000.0"
"10717"	"4.0"	"5720.0"	"3.5313"	"147900.0"
"10718"	"5.0"	"5756.0"	"2.2431"	"172700.0"
"10719"	"35.0"	"5744.0"	"6.4664"	"278300.0"
"10720"	"35.0"	"5481.0"	"4.0196"	"84200.0"
"10721"	"5.0"	"5528.0"	"1.9853"	"101100.0"
"10722"	"18.0"	"5878.0"	"5.8461"	"227400.0"
"10723"	"26.0"	"5875.0"	"2.1125"	"84000.0"
"10724"	"35.0"	"5689.0"	"4.0197"	"88000.0"
"10725"	"47.0"	"4677.0"	"3.3205"	"172100.0"
"10726"	"42.0"	"4409.0"	"3.65"	"119400.0"
"10727"	"29.0"	"5747.0"	"3.1453"	"74500.0"
"10728"	"44.0"	"5985.0"	"2.1154"	"117200.0"
"10729"	"25.0"	"5046.0"	"3.3906"	"237200.0"
"10730"	"0.0"	"5885.0"	"3.3542"	"154600.0"
"10731"	"35.0"	"5723.0"	"3.7958"	"400000.0"
"10732"	"8.0"	"5799.0"	"1.1645"	"98200.0"
"10733"	"16.0"	"5821.0"	"3.5772"	"207400.0"
"10734"	"0.0"	"5492.0"	"5.3794"	"376900.0"
"10735"	"18.0"	"5594.0"	"5.623"	"500001.0"
"10736"	"47.0"	"5837.0"	"3.5714"	"300000.0"
"10737"	"21.0"	"5634.0"	"4.8"	"220800.0"
"10738"	"34.0"	"5597.0"	"2.3674"	"219200.0"
"10739"	"30.0"	"5678.0"	"4.1379"	"212500.0"
"10740"	"23.0"	"5655.0"	"2.8833"	"83000.0"
"10741"	"36.0"	"5640.0"	"4.3286"	"213400.0"
"10742"	"5.0"	"5781.0"	"1.8077"	"54100.0"
"10743"	"0.0"	"5729.0"	"1.9063"	"261600.0"
"10744"	"19.0"	"5706.0"	"3.3389"	"157900.0"
"10745"	"35.0"	"5275.0"	"3.4784"	"152200.0"
"10746"	"19.0"	"5346.0"	"2.6781"	"328800.0"
"10747"	"6.0"	"5492.0"	"2.5523"	"387500.0"
"10748"	"20.0"	"5198.0"	"3.2889"	"98900.0"
"10749"	"0.0"	"5206.0"	"2.1907"	"271400.0"
"10750"	"26.0"	"5785.0"	"6.7123"	"354600.0"
"10751"	"35.0"	"5854.0"	"4.1652"	"241700.0"
"10752"	"47.0"	"4555.0"	"4.7813"	"240900.0"
"10753"	"9.0"	"5628.0"	"4.0985"	"283200.0"
"10754"	"36.0"	"5227.0"	"2.6635"	"135800.0"
"10755"	"34.0"	"5774.0"	"2.2167"	"48500.0"
"10756"	"32.0"	"5768.0"	"4.1685"	"217500.0"
"10757"	"27.0"	"5416.0"	"8.0727"	"455500.0"
"10758"	"35.0"	"5498.0"	"2.6275"	"142100.0"
"10759"	"11.0"	"5490.0"	"3.7846"	"145500.0"
"10760"	"37.0"	"5412.0"	"2.8333"	"183200.0"
"10761"	"34.0"	"5853.0"	"3.9844"	"118100.0"
"10762"	"20.0"	"4965.0"	"3.2943"	"204400.0"
"10763"	"13.0"	"5814.0"	"3.8819"	"289900.0"
"10764"	"19.0"	"5828.0"	"4.25"	"132200.0"
"10765"	"33.0"	"5804.0"	"6.6031"	"500001.0"
"10766"	"36.0"	"5895.0"	"5.0126"	"192300.0"
"10767"	"9.0"	"5835.0"	"5.3403"	"489800.0"
"10768"	"37.0"	"5496.0"	"5.5137"	"161800.0"
"10769"	"37.0"	"5818.0"	"5.5681"	"235600.0"
"10770"	"16.0"	"5422.0"	"2.9896"	"252700.0"
"10771"	"30.0"	"5687.0"	"1.7926"	"51700.0"
"10772"	"0.0"	"5924.0"	"4.2981"	"352800.0"
"10773"	"14.0"	"5546.0"	"2.837"	"111200.0"
"10774"	"18.0"	"5915.0"	"3.8068"	"150400.0"
"10775"	"37.0"	"5277.0"	"2.9484"	"124400.0"
"10776"	"18.0"	"5730.0"	"3.6734"	"92900.0"
"10777"	"21.0"	"5843.0"	"2.913"	"192500.0"
"10778"	"15.0"	"5611.0"	"2.5587"	"87800.0"
"10779"	"50.0"	"6033.0"	"3.1042"	"164800.0"
"10780"	"30.0"	"5763.0"	"3.3125"	"106100.0"
"10781"	"42.0"	"5473.0"	"1.6047"	"73400.0"
"10782"	"0.0"	"5843.0"	"1.175"	"56100.0"
"10783"	"47.0"	"5570.0"	"7.0568"	"412500.0"
"10784"	"33.0"	"5380.0"	"6.0591"	"233500.0"
"10785"	"5.0"	"5818.0"	"1.6065"	"111400.0"
"10786"	"39.0"	"5963.0"	"7.5839"	"426900.0"
"10787"	"40.0"	"5702.0"	"4.9861"	"133500.0"
"10788"	"15.0"	"5792.0"	"4.5833"	"261300.0"
"10789"	"37.0"	"5850.0"	"6.8162"	"127200.0"
"10790"	"19.0"	"4315.0"	"1.7311"	"182600.0"
"10791"	"18.0"	"5268.0"	"4.5556"	"249000.0"
"10792"	"20.0"	"5658.0"	"3.085"	"220500.0"
"10793"	"18.0"	"5841.0"	"5.5486"	"218100.0"
"10794"	"20.0"	"5284.0"	"2.8173"	"110800.0"
"10795"	"20.0"	"5460.0"	"4.0333"	"210200.0"
"10796"	"22.0"	"5629.0"	"2.9828"	"85200.0"
"10797"	"46.0"	"5370.0"	"3.1507"	"144000.0"
"10798"	"17.0"	"5725.0"	"2.5223"	"66200.0"
"10799"	"35.0"	"5470.0"	"4.5179"	"225600.0"
"10800"	"33.0"	"5894.0"	"2.2589"	"131600.0"
"10801"	"23.0"	"5666.0"	"6.2045"	"393800.0"
"10802"	"0.0"	"5527.0"	"5.1773"	"389500.0"
"10803"	"19.0"	"5151.0"	"5.0106"	"500001.0"
"10804"	"23.0"	"6041.0"	"6.4469"	"271400.0"
"10805"	"48.0"	"5782.0"	"5.5631"	"227800.0"
"10806"	"7.0"	"5693.0"	"3.0592"	"212500.0"
"10807"	"37.0"	"3293.0"	"2.8247"	"150000.0"
"10808"	"9.0"	"6014.0"	"4.25"	"207500.0"
"10809"	"27.0"	"5559.0"	"3.7933"	"184400.0"
"10810"	"17.0"	"5720.0"	"1.9286"	"68500.0"
"10811"	"40.0"	"4266.0"	"4.747"	"261100.0"
"10812"	"11.0"	"5856.0"	"2.0313"	"122600.0"
"10813"	"12.0"	"5718.0"	"3.6406"	"326100.0"
"10814"	"33.0"	"5799.0"	"2.1336"	"75000.0"
"10815"	"18.0"	"5641.0"	"3.4005"	"176300.0"
"10816"	"35.0"	"4853.0"	"3.2799"	"199300.0"
"10817"	"29.0"	"5769.0"	"2.2333"	"120100.0"
"10818"	"36.0"	"5826.0"	"4.0433"	"132200.0"
"10819"	"38.0"	"5467.0"	"2.1652"	"37500.0"
"10820"	"38.0"	"5167.0"	"4.0301"	"154300.0"
"10821"	"44.0"	"5570.0"	"3.13"	"168300.0"
"10822"	"15.0"	"5946.0"	"2.0625"	"88900.0"
"10823"	"35.0"	"4943.0"	"3.0054"	"142300.0"
"10824"	"11.0"	"5897.0"	"3.4141"	"90600.0"
"10825"	"10.0"	"5772.0"	"15.0001"	"500001.0"
"10826"	"48.0"	"4421.0"	"3.4237"	"113700.0"
"10827"	"11.0"	"5679.0"	"4.1591"	"500001.0"
"10828"	"16.0"	"5943.0"	"1.5729"	"82700.0"
"10829"	"35.0"	"5747.0"	"5.4622"	"227000.0"
"10830"	"7.0"	"5700.0"	"3.3661"	"160800.0"
"10831"	"2.0"	"5508.0"	"3.3438"	"173600.0"
"10832"	"3.0"	"5795.0"	"3.7222"	"237000.0"
"10833"	"27.0"	"5817.0"	"5.123"	"159600.0"
"10834"	"13.0"	"5392.0"	"2.5288"	"274000.0"
"10835"	"18.0"	"5773.0"	"3.1906"	"76200.0"
"10836"	"47.0"	"5515.0"	"5.753"	"322800.0"
"10837"	"28.0"	"5320.0"	"2.6875"	"116300.0"
"10838"	"30.0"	"5633.0"	"6.2034"	"291100.0"
"10839"	"39.0"	"5715.0"	"2.0978"	"134000.0"
"10840"	"44.0"	"5225.0"	"4.1099"	"113600.0"
"10841"	"39.0"	"5836.0"	"3.625"	"108300.0"
"10842"	"11.0"	"5673.0"	"4.7361"	"302600.0"
"10843"	"34.0"	"5874.0"	"4.5375"	"169800.0"
"10844"	"5.0"	"5683.0"	"3.3208"	"238600.0"
"10845"	"43.0"	"5968.0"	"0.8952"	"81300.0"
"10846"	"23.0"	"5569.0"	"5.112"	"218300.0"
"10847"	"48.0"	"5451.0"	"3.7844"	"183900.0"
"10848"	"16.0"	"5789.0"	"3.5272"	"213700.0"
"10849"	"43.0"	"5178.0"	"4.89"	"454100.0"
"10850"	"15.0"	"5701.0"	"4.0703"	"223800.0"
"10851"	"16.0"	"5881.0"	"4.2679"	"175800.0"
"10852"	"33.0"	"5014.0"	"6.0873"	"277300.0"
"10853"	"35.0"	"5653.0"	"5.1017"	"240700.0"
"10854"	"39.0"	"5769.0"	"6.3489"	"337900.0"
"10855"	"11.0"	"5727.0"	"1.9356"	"90600.0"
"10856"	"4.0"	"5481.0"	"3.1146"	"142500.0"
"10857"	"16.0"	"5470.0"	"4.5918"	"337000.0"
"10858"	"0.0"	"5770.0"	"2.0"	"128000.0"
"10859"	"41.0"	"5235.0"	"4.2898"	"221700.0"
"10860"	"30.0"	"5936.0"	"2.875"	"87500.0"
"10861"	"22.0"	"5490.0"	"3.1635"	"366700.0"
"10862"	"33.0"	"4415.0"	"2.0094"	"87300.0"
"10863"	"27.0"	"5460.0"	"5.6765"	"265100.0"
"10864"	"21.0"	"5344.0"	"4.5337"	"306700.0"
"10865"	"21.0"	"5779.0"	"3.0"	"96700.0"
"10866"	"12.0"	"5405.0"	"2.0764"	"145600.0"
"10867"	"16.0"	"5718.0"	"4.1836"	"164300.0"
"10868"	"34.0"	"5024.0"	"7.0242"	"293100.0"
"10869"	"8.0"	"5533.0"	"1.7213"	"61600.0"
"10870"	"27.0"	"5009.0"	"2.7566"	"80200.0"
"10871"	"14.0"	"5847.0"	"3.2578"	"184200.0"
"10872"	"28.0"	"4931.0"	"1.9014"	"83500.0"
"10873"	"8.0"	"5996.0"	"1.1944"	"57500.0"
"10874"	"25.0"	"5744.0"	"2.303"	"261000.0"
"10875"	"18.0"	"5639.0"	"2.7279"	"365600.0"
"10876"	"31.0"	"4972.0"	"2.5262"	"167300.0"
"10877"	"35.0"	"5567.0"	"2.652"	"171300.0"
"10878"	"27.0"	"5445.0"	"6.2384"	"247600.0"
"10879"	"31.0"	"5615.0"	"3.2984"	"369400.0"
"10880"	"37.0"	"5556.0"	"9.0683"	"367400.0"
"10881"	"18.0"	"5815.0"	"3.4583"	"112700.0"
"10882"	"32.0"	"5603.0"	"5.6112"	"308000.0"
"10883"	"27.0"	"5517.0"	"1.7159"	"62200.0"
"10884"	"17.0"	"5669.0"	"1.375"	"57500.0"
"10885"	"17.0"	"5739.0"	"1.5357"	"56500.0"
"10886"	"38.0"	"5397.0"	"2.7468"	"81100.0"
"10887"	"33.0"	"5472.0"	"3.2614"	"168800.0"
